8.099999999999999645e+00,6.700000000000000178e+00,5.900000000000000355e+00,7.299999999999999822e+00,6.599999999999999645e+00,6.000000000000000000e+00,6.900000000000000355e+00,7.500000000000000000e+00,7.200000000000000178e+00,6.099999999999999645e+00,6.400000000000000355e+00,6.400000000000000355e+00,8.300000000000000711e+00,7.500000000000000000e+00,7.500000000000000000e+00,6.700000000000000178e+00,8.099999999999999645e+00,7.200000000000000178e+00,6.700000000000000178e+00,5.900000000000000355e+00,6.000000000000000000e+00,6.099999999999999645e+00,6.700000000000000178e+00,6.599999999999999645e+00,5.500000000000000000e+00,7.099999999999999645e+00,8.599999999999999645e+00,6.700000000000000178e+00,6.599999999999999645e+00,7.000000000000000000e+00,7.599999999999999645e+00,9.800000000000000711e+00,7.099999999999999645e+00,nan,8.900000000000000355e+00,5.799999999999999822e+00,7.200000000000000178e+00,7.299999999999999822e+00,8.099999999999999645e+00,nan,7.200000000000000178e+00,6.200000000000000178e+00,6.000000000000000000e+00,6.400000000000000355e+00,7.700000000000000178e+00,6.799999999999999822e+00,nan,6.799999999999999822e+00,6.799999999999999822e+00,7.299999999999999822e+00,6.400000000000000355e+00,6.299999999999999822e+00,nan,6.200000000000000178e+00,7.400000000000000355e+00,nan,7.000000000000000000e+00,nan,7.400000000000000355e+00,nan,8.500000000000000000e+00,nan,6.099999999999999645e+00,6.400000000000000355e+00,nan,7.000000000000000000e+00,6.299999999999999822e+00,6.900000000000000355e+00,5.500000000000000000e+00,5.700000000000000178e+00,7.099999999999999645e+00,6.099999999999999645e+00,7.299999999999999822e+00,7.500000000000000000e+00,8.300000000000000711e+00,6.700000000000000178e+00,nan,nan,7.200000000000000178e+00,nan,6.400000000000000355e+00,6.599999999999999645e+00,6.799999999999999822e+00,7.299999999999999822e+00,7.000000000000000000e+00,nan,7.799999999999999822e+00,nan,6.599999999999999645e+00,6.599999999999999645e+00,7.500000000000000000e+00,6.000000000000000000e+00,7.799999999999999822e+00,6.000000000000000000e+00,6.000000000000000000e+00,7.900000000000000355e+00,7.400000000000000355e+00,nan,7.299999999999999822e+00,7.700000000000000178e+00,6.299999999999999822e+00,6.000000000000000000e+00,nan,5.599999999999999645e+00,7.000000000000000000e+00,5.200000000000000178e+00,7.400000000000000355e+00,9.099999999999999645e+00,6.599999999999999645e+00,7.900000000000000355e+00,nan,nan,6.799999999999999822e+00,6.400000000000000355e+00,nan,nan,nan,6.299999999999999822e+00,8.099999999999999645e+00,nan,6.799999999999999822e+00,5.400000000000000355e+00,6.000000000000000000e+00,8.000000000000000000e+00,7.400000000000000355e+00,nan,nan,nan,6.200000000000000178e+00,nan,5.900000000000000355e+00,nan,nan,nan,nan,5.900000000000000355e+00,nan,6.500000000000000000e+00,6.400000000000000355e+00,6.099999999999999645e+00,nan,nan,nan,nan,nan,6.099999999999999645e+00,nan,6.099999999999999645e+00,nan,7.099999999999999645e+00,6.900000000000000355e+00,nan,nan,nan,5.500000000000000000e+00,nan,5.299999999999999822e+00,6.099999999999999645e+00,nan,nan,5.700000000000000178e+00,5.500000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan
8.099999999999999645e+00,6.900000000000000355e+00,5.500000000000000000e+00,7.500000000000000000e+00,5.500000000000000000e+00,5.900000000000000355e+00,7.400000000000000355e+00,8.099999999999999645e+00,8.500000000000000000e+00,nan,nan,nan,8.500000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.299999999999999822e+00,7.799999999999999822e+00,6.099999999999999645e+00,6.099999999999999645e+00,7.200000000000000178e+00,7.400000000000000355e+00,9.500000000000000000e+00,7.299999999999999822e+00,6.200000000000000178e+00,nan,6.200000000000000178e+00,6.400000000000000355e+00,6.400000000000000355e+00,8.900000000000000355e+00,nan,6.599999999999999645e+00,nan,nan,nan,nan,nan,nan,6.700000000000000178e+00,nan,6.799999999999999822e+00,6.099999999999999645e+00,nan,8.699999999999999289e+00,nan,nan,nan,nan,nan,7.200000000000000178e+00,nan,7.700000000000000178e+00,nan,nan,nan,nan,7.900000000000000355e+00,nan,nan,nan,5.400000000000000355e+00,5.799999999999999822e+00,nan,nan,7.400000000000000355e+00,nan,nan,nan,nan,7.799999999999999822e+00,7.700000000000000178e+00,nan,nan,nan,nan,nan,nan,8.300000000000000711e+00,9.000000000000000000e+00,7.299999999999999822e+00,6.900000000000000355e+00,7.700000000000000178e+00,6.900000000000000355e+00,9.099999999999999645e+00,5.700000000000000178e+00,nan,7.500000000000000000e+00,nan,7.599999999999999645e+00,7.099999999999999645e+00,nan,nan,nan,nan,nan,nan,nan,nan,8.300000000000000711e+00,5.900000000000000355e+00,8.199999999999999289e+00,nan,nan,nan,nan,nan,nan,nan,6.599999999999999645e+00,8.699999999999999289e+00,nan,nan,nan,nan,8.500000000000000000e+00,7.500000000000000000e+00,5.700000000000000178e+00,5.599999999999999645e+00,nan,5.799999999999999822e+00,6.299999999999999822e+00,5.700000000000000178e+00,nan,nan,nan,nan,6.200000000000000178e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.599999999999999645e+00,nan,nan,nan,nan,nan,nan,5.700000000000000178e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.199999999999999289e+00,nan,nan,6.200000000000000178e+00,nan,nan,6.299999999999999822e+00,7.099999999999999645e+00,6.700000000000000178e+00,nan,nan,5.900000000000000355e+00,6.099999999999999645e+00,6.700000000000000178e+00,5.700000000000000178e+00,6.099999999999999645e+00,6.700000000000000178e+00,6.099999999999999645e+00,5.700000000000000178e+00,nan,nan,nan,6.200000000000000178e+00,5.799999999999999822e+00,6.200000000000000178e+00,5.900000000000000355e+00,8.400000000000000355e+00,nan,6.400000000000000355e+00,6.099999999999999645e+00,nan,6.500000000000000000e+00,6.599999999999999645e+00,nan,6.799999999999999822e+00,5.799999999999999822e+00,6.200000000000000178e+00,6.099999999999999645e+00,6.400000000000000355e+00,5.200000000000000178e+00,7.099999999999999645e+00,5.500000000000000000e+00,6.799999999999999822e+00,5.799999999999999822e+00,6.200000000000000178e+00,5.500000000000000000e+00,5.799999999999999822e+00,6.099999999999999645e+00,nan,nan,nan,5.700000000000000178e+00,6.099999999999999645e+00,5.799999999999999822e+00,7.000000000000000000e+00,nan,6.500000000000000000e+00,nan,6.599999999999999645e+00,nan,7.000000000000000000e+00,nan,nan,5.799999999999999822e+00,nan,5.799999999999999822e+00,6.099999999999999645e+00,nan,6.200000000000000178e+00,nan,nan,nan,6.400000000000000355e+00,7.400000000000000355e+00,7.000000000000000000e+00,nan,nan,nan,5.400000000000000355e+00,7.299999999999999822e+00,nan,nan,6.599999999999999645e+00,nan,6.700000000000000178e+00,nan,6.400000000000000355e+00,nan,6.200000000000000178e+00,6.200000000000000178e+00,6.400000000000000355e+00,5.700000000000000178e+00,6.799999999999999822e+00,6.099999999999999645e+00,nan,6.299999999999999822e+00,nan,nan,6.299999999999999822e+00,6.599999999999999645e+00,6.599999999999999645e+00,6.799999999999999822e+00,nan,5.599999999999999645e+00,7.900000000000000355e+00,nan,7.400000000000000355e+00,6.700000000000000178e+00,5.799999999999999822e+00,nan,5.299999999999999822e+00,6.799999999999999822e+00,5.799999999999999822e+00,6.200000000000000178e+00,nan,6.200000000000000178e+00,nan,6.299999999999999822e+00,7.000000000000000000e+00,nan,7.099999999999999645e+00,5.700000000000000178e+00,6.099999999999999645e+00,6.299999999999999822e+00,7.099999999999999645e+00,nan,nan,nan,6.000000000000000000e+00,nan,nan,nan,nan,5.799999999999999822e+00,nan,6.200000000000000178e+00,nan,nan,nan,nan,nan,7.000000000000000000e+00,nan,nan,nan,nan,nan,6.000000000000000000e+00,nan,6.200000000000000178e+00,5.599999999999999645e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.299999999999999822e+00,5.900000000000000355e+00,nan,nan,nan,nan,nan,nan,nan,nan
8.400000000000000355e+00,6.799999999999999822e+00,7.200000000000000178e+00,nan,5.700000000000000178e+00,nan,8.400000000000000355e+00,7.700000000000000178e+00,7.099999999999999645e+00,nan,nan,nan,6.400000000000000355e+00,7.000000000000000000e+00,7.799999999999999822e+00,nan,8.599999999999999645e+00,8.099999999999999645e+00,6.400000000000000355e+00,nan,5.500000000000000000e+00,nan,nan,nan,5.299999999999999822e+00,7.200000000000000178e+00,nan,7.500000000000000000e+00,6.000000000000000000e+00,nan,5.700000000000000178e+00,nan,nan,6.500000000000000000e+00,7.000000000000000000e+00,nan,nan,8.000000000000000000e+00,7.599999999999999645e+00,5.900000000000000355e+00,7.099999999999999645e+00,8.199999999999999289e+00,5.700000000000000178e+00,7.099999999999999645e+00,7.200000000000000178e+00,6.700000000000000178e+00,nan,nan,6.700000000000000178e+00,8.099999999999999645e+00,6.299999999999999822e+00,6.500000000000000000e+00,8.000000000000000000e+00,7.700000000000000178e+00,6.799999999999999822e+00,7.799999999999999822e+00,6.000000000000000000e+00,5.799999999999999822e+00,nan,7.299999999999999822e+00,nan,nan,nan,5.099999999999999645e+00,8.000000000000000000e+00,nan,nan,6.700000000000000178e+00,5.599999999999999645e+00,6.500000000000000000e+00,7.500000000000000000e+00,6.700000000000000178e+00,6.799999999999999822e+00,7.200000000000000178e+00,7.200000000000000178e+00,6.900000000000000355e+00,nan,nan,6.700000000000000178e+00,nan,6.799999999999999822e+00,nan,6.400000000000000355e+00,6.200000000000000178e+00,7.099999999999999645e+00,nan,6.799999999999999822e+00,nan,7.599999999999999645e+00,nan,nan,6.799999999999999822e+00,nan,nan,6.500000000000000000e+00,7.700000000000000178e+00,7.000000000000000000e+00,8.400000000000000355e+00,nan,6.599999999999999645e+00,8.000000000000000000e+00,nan,nan,nan,6.700000000000000178e+00,nan,7.599999999999999645e+00,nan,nan,7.400000000000000355e+00,6.799999999999999822e+00,nan,5.799999999999999822e+00,6.400000000000000355e+00,nan,nan,nan,6.500000000000000000e+00,nan,nan,nan,5.200000000000000178e+00,nan,8.300000000000000711e+00,6.799999999999999822e+00,nan,nan,nan,6.299999999999999822e+00,nan,6.700000000000000178e+00,nan,7.099999999999999645e+00,nan,nan,nan,nan,7.799999999999999822e+00,6.599999999999999645e+00,nan,nan,5.700000000000000178e+00,nan,nan,nan,6.000000000000000000e+00,6.200000000000000178e+00,nan,nan,7.299999999999999822e+00,6.200000000000000178e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.400000000000000355e+00,6.599999999999999645e+00,nan,nan,nan,5.900000000000000355e+00,nan,nan,nan,nan
5.799999999999999822e+00,5.900000000000000355e+00,6.299999999999999822e+00,nan,5.799999999999999822e+00,nan,nan,nan,nan,nan,nan,nan,5.900000000000000355e+00,6.099999999999999645e+00,5.700000000000000178e+00,nan,5.900000000000000355e+00,nan,nan,nan,nan,nan,5.400000000000000355e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.599999999999999645e+00,6.000000000000000000e+00,nan,nan,6.099999999999999645e+00,6.099999999999999645e+00,5.400000000000000355e+00,nan,5.900000000000000355e+00,nan,nan,6.400000000000000355e+00,5.700000000000000178e+00,nan,nan,nan,nan,nan,nan,nan,6.500000000000000000e+00,nan,5.799999999999999822e+00,nan,5.900000000000000355e+00,nan,5.200000000000000178e+00,6.599999999999999645e+00,5.799999999999999822e+00,5.599999999999999645e+00,7.000000000000000000e+00,nan,7.000000000000000000e+00,5.200000000000000178e+00,nan,nan,nan,nan,7.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,nan,5.400000000000000355e+00,nan,nan,6.599999999999999645e+00,nan,6.799999999999999822e+00,5.700000000000000178e+00,nan,5.099999999999999645e+00,nan,nan,nan,5.599999999999999645e+00,6.500000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,5.299999999999999822e+00,6.299999999999999822e+00,6.200000000000000178e+00,5.500000000000000000e+00,5.799999999999999822e+00,nan,nan,nan,nan,5.200000000000000178e+00,5.500000000000000000e+00,nan,nan,6.400000000000000355e+00,nan,5.900000000000000355e+00,nan,nan,nan,6.400000000000000355e+00,nan,nan,nan,nan,nan,nan,nan,5.299999999999999822e+00,5.599999999999999645e+00,nan,nan,nan,6.599999999999999645e+00,nan,nan,nan,6.500000000000000000e+00,nan,nan,nan,nan,nan,nan,6.000000000000000000e+00,nan,nan,nan,nan,nan,nan,5.700000000000000178e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.400000000000000355e+00,6.400000000000000355e+00,6.099999999999999645e+00,nan,6.299999999999999822e+00,nan,6.900000000000000355e+00,nan,6.299999999999999822e+00,6.500000000000000000e+00,5.799999999999999822e+00,nan,6.400000000000000355e+00,7.299999999999999822e+00,6.099999999999999645e+00,6.700000000000000178e+00,6.599999999999999645e+00,nan,nan,nan,6.099999999999999645e+00,6.299999999999999822e+00,6.599999999999999645e+00,5.099999999999999645e+00,5.400000000000000355e+00,nan,nan,nan,6.700000000000000178e+00,nan,6.200000000000000178e+00,6.200000000000000178e+00,nan,nan,nan,nan,7.099999999999999645e+00,6.799999999999999822e+00,6.900000000000000355e+00,nan,7.200000000000000178e+00,5.400000000000000355e+00,5.900000000000000355e+00,6.799999999999999822e+00,5.700000000000000178e+00,nan,nan,nan,6.900000000000000355e+00,6.900000000000000355e+00,5.799999999999999822e+00,6.200000000000000178e+00,7.200000000000000178e+00,nan,nan,5.900000000000000355e+00,6.400000000000000355e+00,nan,nan,5.900000000000000355e+00,nan,nan,6.299999999999999822e+00,5.500000000000000000e+00,6.400000000000000355e+00,6.000000000000000000e+00,6.200000000000000178e+00,7.099999999999999645e+00,6.599999999999999645e+00,6.000000000000000000e+00,7.700000000000000178e+00,6.400000000000000355e+00,7.000000000000000000e+00,nan,5.599999999999999645e+00,7.000000000000000000e+00,nan,nan,nan,nan,6.700000000000000178e+00,nan,6.900000000000000355e+00,5.700000000000000178e+00,5.900000000000000355e+00,nan,7.200000000000000178e+00,7.799999999999999822e+00,nan,nan,nan,5.700000000000000178e+00,nan,nan,nan,6.500000000000000000e+00,nan,7.599999999999999645e+00,7.099999999999999645e+00,7.099999999999999645e+00,7.500000000000000000e+00,nan,6.400000000000000355e+00,nan,nan,6.000000000000000000e+00,7.200000000000000178e+00,nan,6.400000000000000355e+00,7.500000000000000000e+00,nan,7.099999999999999645e+00,6.299999999999999822e+00,nan,6.700000000000000178e+00,7.400000000000000355e+00,6.299999999999999822e+00,6.500000000000000000e+00,nan,nan,6.099999999999999645e+00,nan,7.099999999999999645e+00,7.200000000000000178e+00,6.400000000000000355e+00,nan,nan,nan,7.299999999999999822e+00,nan,nan,nan,nan,nan,nan,nan,nan,5.400000000000000355e+00,6.799999999999999822e+00,nan,nan,6.599999999999999645e+00,5.299999999999999822e+00,nan,nan,nan,nan,nan,6.299999999999999822e+00,nan,5.400000000000000355e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.400000000000000355e+00,nan,nan,nan,nan,nan,nan,nan,nan
5.799999999999999822e+00,6.500000000000000000e+00,7.900000000000000355e+00,nan,6.200000000000000178e+00,nan,5.900000000000000355e+00,nan,nan,nan,nan,nan,6.200000000000000178e+00,6.299999999999999822e+00,6.000000000000000000e+00,nan,6.200000000000000178e+00,nan,5.099999999999999645e+00,nan,5.599999999999999645e+00,5.900000000000000355e+00,5.299999999999999822e+00,nan,nan,nan,nan,nan,5.599999999999999645e+00,nan,nan,nan,6.200000000000000178e+00,6.000000000000000000e+00,nan,nan,6.000000000000000000e+00,6.299999999999999822e+00,6.099999999999999645e+00,nan,6.200000000000000178e+00,5.299999999999999822e+00,5.299999999999999822e+00,8.500000000000000000e+00,nan,nan,nan,nan,nan,nan,5.599999999999999645e+00,5.299999999999999822e+00,nan,5.200000000000000178e+00,6.099999999999999645e+00,nan,6.000000000000000000e+00,nan,6.700000000000000178e+00,7.200000000000000178e+00,6.400000000000000355e+00,nan,7.500000000000000000e+00,nan,8.500000000000000000e+00,5.799999999999999822e+00,nan,6.000000000000000000e+00,nan,5.400000000000000355e+00,7.500000000000000000e+00,6.599999999999999645e+00,6.099999999999999645e+00,5.799999999999999822e+00,5.500000000000000000e+00,6.299999999999999822e+00,5.400000000000000355e+00,6.900000000000000355e+00,5.400000000000000355e+00,7.299999999999999822e+00,6.299999999999999822e+00,5.700000000000000178e+00,6.200000000000000178e+00,nan,nan,nan,6.000000000000000000e+00,6.400000000000000355e+00,nan,nan,nan,5.299999999999999822e+00,nan,nan,nan,5.400000000000000355e+00,5.900000000000000355e+00,nan,nan,6.200000000000000178e+00,6.099999999999999645e+00,nan,nan,nan,nan,nan,5.400000000000000355e+00,nan,nan,7.200000000000000178e+00,6.400000000000000355e+00,6.299999999999999822e+00,5.900000000000000355e+00,5.299999999999999822e+00,nan,6.599999999999999645e+00,nan,5.700000000000000178e+00,nan,nan,5.799999999999999822e+00,nan,6.099999999999999645e+00,nan,5.900000000000000355e+00,nan,6.200000000000000178e+00,nan,8.000000000000000000e+00,nan,nan,nan,7.799999999999999822e+00,nan,nan,nan,6.200000000000000178e+00,5.299999999999999822e+00,nan,5.900000000000000355e+00,nan,nan,6.200000000000000178e+00,nan,nan,6.900000000000000355e+00,7.099999999999999645e+00,nan,nan,5.700000000000000178e+00,nan,nan,nan,nan,nan,nan,5.099999999999999645e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,5.500000000000000000e+00,nan,nan,6.599999999999999645e+00,nan,nan,5.500000000000000000e+00,nan,6.500000000000000000e+00,6.299999999999999822e+00,6.900000000000000355e+00,nan,6.599999999999999645e+00,nan,6.000000000000000000e+00,nan,6.099999999999999645e+00,nan,6.599999999999999645e+00,nan,nan,6.299999999999999822e+00,8.099999999999999645e+00,nan,5.599999999999999645e+00,nan,nan,9.300000000000000711e+00,nan,nan,nan,nan,6.099999999999999645e+00,nan,7.799999999999999822e+00,nan,nan,7.400000000000000355e+00,nan,nan,7.200000000000000178e+00,5.599999999999999645e+00,nan,5.500000000000000000e+00,6.400000000000000355e+00,nan,5.700000000000000178e+00,nan,6.900000000000000355e+00,7.500000000000000000e+00,7.099999999999999645e+00,nan,5.799999999999999822e+00,nan,nan,nan,8.099999999999999645e+00,nan,nan,5.400000000000000355e+00,nan,nan,nan,nan,6.299999999999999822e+00,nan,6.799999999999999822e+00,nan,6.799999999999999822e+00,7.000000000000000000e+00,8.099999999999999645e+00,6.400000000000000355e+00,nan,nan,5.799999999999999822e+00,6.900000000000000355e+00,5.700000000000000178e+00,6.299999999999999822e+00,6.099999999999999645e+00,6.400000000000000355e+00,5.599999999999999645e+00,nan,nan,nan,nan,nan,6.700000000000000178e+00,nan,nan,nan,nan,6.700000000000000178e+00,6.799999999999999822e+00,7.700000000000000178e+00,nan,6.700000000000000178e+00,5.200000000000000178e+00,nan,nan,nan,6.099999999999999645e+00,nan,7.500000000000000000e+00,8.400000000000000355e+00,nan,nan,nan,nan,6.400000000000000355e+00,5.900000000000000355e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.900000000000000355e+00,6.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6.900000000000000355e+00,5.900000000000000355e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.299999999999999822e+00,5.900000000000000355e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.900000000000000355e+00,5.000000000000000000e+00,nan,5.099999999999999645e+00,nan,nan,4.299999999999999822e+00,6.799999999999999822e+00,4.400000000000000355e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.000000000000000000e+00,5.400000000000000355e+00,4.700000000000000178e+00,6.700000000000000178e+00,5.500000000000000000e+00,4.099999999999999645e+00,nan,nan,5.099999999999999645e+00,6.400000000000000355e+00,5.200000000000000178e+00,nan,nan,6.599999999999999645e+00,nan,nan,nan,nan,nan,nan,nan,nan,5.000000000000000000e+00,4.299999999999999822e+00,4.700000000000000178e+00,4.299999999999999822e+00,nan,nan,nan,nan,nan,nan,nan,5.000000000000000000e+00,nan,nan,nan,nan,nan,nan,5.200000000000000178e+00,nan,nan,nan,4.599999999999999645e+00,4.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,4.900000000000000355e+00,5.400000000000000355e+00,nan,nan,nan,nan,nan,4.400000000000000355e+00,4.599999999999999645e+00,6.500000000000000000e+00,4.599999999999999645e+00,5.400000000000000355e+00,6.200000000000000178e+00,nan,5.299999999999999822e+00,nan,nan,nan,nan,5.299999999999999822e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.900000000000000355e+00,5.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,5.200000000000000178e+00,6.000000000000000000e+00,nan,nan,nan,nan,5.599999999999999645e+00,nan,nan,4.799999999999999822e+00,5.200000000000000178e+00,nan,nan,5.000000000000000000e+00,nan,nan,nan,nan,4.700000000000000178e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.400000000000000355e+00,6.299999999999999822e+00,5.299999999999999822e+00,6.500000000000000000e+00,nan,nan,7.099999999999999645e+00,7.599999999999999645e+00,7.599999999999999645e+00,nan,nan,nan,8.500000000000000000e+00,nan,nan,nan,8.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,7.200000000000000178e+00,7.599999999999999645e+00,5.900000000000000355e+00,5.900000000000000355e+00,7.099999999999999645e+00,7.299999999999999822e+00,9.500000000000000000e+00,6.799999999999999822e+00,5.799999999999999822e+00,8.300000000000000711e+00,6.200000000000000178e+00,6.099999999999999645e+00,5.799999999999999822e+00,8.900000000000000355e+00,nan,5.900000000000000355e+00,nan,nan,nan,nan,nan,nan,6.400000000000000355e+00,nan,5.799999999999999822e+00,5.799999999999999822e+00,nan,8.599999999999999645e+00,nan,nan,nan,nan,nan,6.500000000000000000e+00,nan,7.500000000000000000e+00,nan,nan,nan,nan,7.200000000000000178e+00,nan,nan,nan,nan,5.700000000000000178e+00,nan,nan,7.200000000000000178e+00,nan,nan,nan,nan,6.599999999999999645e+00,7.400000000000000355e+00,nan,nan,nan,nan,nan,nan,7.799999999999999822e+00,8.599999999999999645e+00,7.000000000000000000e+00,6.299999999999999822e+00,6.700000000000000178e+00,6.599999999999999645e+00,8.099999999999999645e+00,5.700000000000000178e+00,nan,7.599999999999999645e+00,nan,7.400000000000000355e+00,7.099999999999999645e+00,nan,nan,nan,nan,nan,nan,nan,nan,7.799999999999999822e+00,6.000000000000000000e+00,5.799999999999999822e+00,nan,nan,nan,nan,nan,nan,nan,6.099999999999999645e+00,7.799999999999999822e+00,nan,nan,nan,nan,8.000000000000000000e+00,6.900000000000000355e+00,nan,nan,nan,nan,6.000000000000000000e+00,5.599999999999999645e+00,nan,nan,nan,nan,5.599999999999999645e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.599999999999999645e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
